2017Onwards,Date,English name,Power,Frequency,Vocalization type,X,Y
False,4/22/2013,Bombadil,-119.973379672,6.055487845,song,66,144
False,4/30/2012,Bombadil,-111.260653197,4.339103398,song,77,133
False,6/19/2008,Bombadil,-135.794920581,0.833535594,call,66,150
False,5/29/2008,Bombadil,-126.900613692,5.057356961,song,69,155
False,5/29/2008,Bombadil,-129.201684492,1.585637805,call,78,155
False,5/29/2008,Bombadil,-130.645523174,0.545626907,call,78,137
False,5/26/2015,Bombadil,-140.89371645,3.191299285,song,64,131
False,9/14/2013,Bombadil,-131.438496254,0.582991476,call,71,157
False,3/27/2011,Bombadil,-107.676281556,0.865765023,"call, song",47,58
False,5/29/2008,Bombadil,-129.447745725,0.685695587,"call, song",41,63
False,5/3/2013,Bombadil,-114.78738097,0.64342685,song,88,142
False,5/13/2012,Bombadil,-127.817399452,3.556884587,call,64,158
False,6/20/2009,Bombadil,-114.613144102,3.216283532,song,78,154
False,7/28/2013,Broad-winged Jojo,-117.491696135,2.585844844,call,53,87
True,5/14/2017,Broad-winged Jojo,-78.891076562,2.823360293,"call, song",61,75
False,5/16/2016,Broad-winged Jojo,-121.385435098,2.898822353,"call, song",63,91
False,5/15/2016,Broad-winged Jojo,-128.088216649,3.04228773,call,60,78
False,7/18/2015,Broad-winged Jojo,-145.559107547,3.340842289,call,40,132
False,6/14/2014,Broad-winged Jojo,-131.088017963,2.973671985,call,42,86
False,6/14/2014,Broad-winged Jojo,-77.702205903,3.003072372,call,56,145
False,6/28/2014,Broad-winged Jojo,-122.498086192,3.052848812,call,61,76
False,6/27/2013,Broad-winged Jojo,-77.215538634,3.018377061,call,55,78
False,6/23/2013,Broad-winged Jojo,-139.785973368,2.188296967,call,92,133
False,5/26/2013,Broad-winged Jojo,-118.722239899,3.251263146,"call, song",61,75
False,6/7/2011,Broad-winged Jojo,-129.207759496,3.071814635,song,56,83
False,7/31/2010,Broad-winged Jojo,-123.578436055,2.879891587,call,142,47
False,5/10/2005,Broad-winged Jojo,-125.470039529,3.056560173,song,77,140
,,Broad-winged Jojo,-135.065750156,3.053041047,call,46,62
False,4/27/2009,Broad-winged Jojo,-121.743444812,3.22661994,call,135,45
False,4/27/2009,Broad-winged Jojo,-127.440787613,2.884665991,"call, song",60,76
False,4/27/2009,Broad-winged Jojo,-122.234399476,2.851239669,song,59,75
False,4/27/2009,Broad-winged Jojo,-118.531722525,2.268957158,"call, song",87,132
False,4/27/2009,Broad-winged Jojo,-119.747677559,2.878088612,"call, song",59,84
False,6/22/2007,Broad-winged Jojo,-125.983301554,2.288108644,call,67,82
False,6/14/2007,Broad-winged Jojo,-122.205111266,3.367664146,call,55,53
False,6/4/2007,Broad-winged Jojo,-147.248573032,3.801385881,song,61,156
True,6/4/2017,Broad-winged Jojo,-137.939888817,1.168141199,call,45,49
True,5/27/2017,Broad-winged Jojo,-125.859254914,2.062336725,call,70,81
True,5/27/2017,Broad-winged Jojo,-125.326258818,2.439728361,call,64,75
False,7/19/2015,Broad-winged Jojo,-135.945564389,3.303470983,call,56,84
True,7/10/2017,Broad-winged Jojo,-144.771252679,3.62347668,call,149,160
True,4/14/2017,Broad-winged Jojo,-125.815155196,3.190824263,call,46,75
True,5/26/2017,Broad-winged Jojo,-128.565140338,0.505786075,song,143,54
True,2/25/2017,Broad-winged Jojo,-129.217709029,0.692686966,call,39,63
False,5/29/2016,Broad-winged Jojo,-144.796538988,2.945626042,call,55,79
False,5/30/2016,Broad-winged Jojo,-138.833661344,2.874212963,song,33,152
False,5/28/2016,Broad-winged Jojo,-137.046342998,3.313983709,song,151,158
False,7/5/2015,Broad-winged Jojo,-156.149228874,2.870447451,call,70,157
False,3/20/2015,Broad-winged Jojo,-120.907166422,2.912476387,"call, song",69,83
False,3/20/2015,Broad-winged Jojo,-118.931222561,0.502637985,"call, song",133,37
False,3/20/2015,Broad-winged Jojo,-122.606336062,2.444958449,"call, song",60,78
False,3/20/2015,Broad-winged Jojo,-111.483585993,3.135849289,"call, song",48,80
False,6/6/2015,Broad-winged Jojo,-123.844434893,3.54833795,call,79,130
False,4/25/1999,Broad-winged Jojo,-122.976832589,3.02418492,call,58,76
False,8/25/2014,Broad-winged Jojo,-141.258806734,2.421800143,call,79,132
False,8/25/2014,Broad-winged Jojo,-133.410933265,0.830098684,song,51,74
False,7/30/2014,Broad-winged Jojo,-130.478615314,2.726910744,call,33,140
False,7/30/2014,Broad-winged Jojo,-141.630708817,2.969362503,call,43,73
False,4/27/2014,Broad-winged Jojo,-118.215839356,2.737903826,call,53,69
False,5/11/2012,Broad-winged Jojo,-138.658398741,2.335451045,song,56,78
False,5/10/2012,Broad-winged Jojo,-131.259828516,2.369564704,song,10,147
False,5/12/2012,Broad-winged Jojo,-139.378596936,3.155221188,call,129,108
False,5/12/2012,Broad-winged Jojo,-132.105082055,2.850265595,call,57,74
False,5/5/2013,Broad-winged Jojo,-135.100989684,3.22965382,call,45,65
False,8/24/2012,Broad-winged Jojo,-140.227962559,0.573508816,call,60,77
False,8/19/2012,Broad-winged Jojo,-136.691827997,2.969627707,call,58,77
False,4/11/2013,Broad-winged Jojo,-126.770258548,2.446638527,call,66,81
False,6/16/2013,Broad-winged Jojo,-126.276682777,2.430212635,song,75,145
False,6/27/2013,Broad-winged Jojo,-138.523149053,2.825831784,call,50,79
False,5/26/2013,Broad-winged Jojo,-132.031725731,0.539949182,"call, song",60,74
False,5/26/2013,Broad-winged Jojo,-126.274731986,0.540124999,song,63,88
False,8/28/2012,Broad-winged Jojo,-132.576183964,3.379841274,call,45,74
False,6/13/2012,Broad-winged Jojo,-124.933953631,2.672955779,"call, song",58,75
False,5/27/2012,Broad-winged Jojo,-132.500051315,4.717902666,call,56,73
False,5/16/2012,Broad-winged Jojo,-122.639951152,0.840405481,song,36,141
False,7/9/2011,Broad-winged Jojo,-125.251221101,2.622785672,song,45,76
False,7/9/2011,Broad-winged Jojo,-121.511325202,2.016371593,"call, song",59,76
False,7/3/2011,Broad-winged Jojo,-120.247560072,2.862139218,call,55,74
False,7/31/2010,Broad-winged Jojo,-121.962244835,2.706716785,call,53,76
False,7/12/2008,Broad-winged Jojo,-127.569901819,3.22549346,"call, song",64,82
False,6/20/2009,Broad-winged Jojo,-122.659396304,2.653571102,call,44,81
False,7/9/2007,Broad-winged Jojo,-114.234816812,2.83635706,song,57,76
False,7/9/2007,Broad-winged Jojo,-115.813396809,3.711509518,call,62,78
False,8/7/2016,Broad-winged Jojo,-122.423830385,0.735903119,call,63,76
False,6/7/2016,Broad-winged Jojo,-136.090499715,3.191549162,call,61,91
False,3/7/1998,Broad-winged Jojo,-135.466233738,0.53198621,call,49,64
False,6/6/2015,Broad-winged Jojo,-163.518568802,0.523996154,call,125,107
False,5/12/2012,Broad-winged Jojo,-129.119986054,2.157769097,call,60,75
False,5/9/2013,Broad-winged Jojo,-139.526812317,2.770311903,song,58,79
False,5/5/2013,Broad-winged Jojo,-109.440166666,2.164022821,call,56,74
False,8/25/2012,Broad-winged Jojo,-133.861286682,3.017527444,call,65,92
False,6/27/2013,Broad-winged Jojo,-133.964292764,0.54069066,song,42,87
False,6/11/2013,Broad-winged Jojo,-150.673350965,4.432199211,call,51,76
False,7/9/2007,Broad-winged Jojo,-116.84788764,2.440447058,song,59,77
False,7/18/2003,Broad-winged Jojo,-114.971527485,3.165543537,song,57,86
False,6/21/2014,Broad-winged Jojo,-149.047910594,0.501459805,song,59,78
False,6/17/2013,Broad-winged Jojo,-149.782216085,0.559100346,song,57,87
False,9/16/2009,Broad-winged Jojo,-117.843640149,4.902398323,call,75,86
False,5/1/2016,Canadian Cootamum,-131.208266425,4.323770424,call,32,125
False,5/1/2016,Canadian Cootamum,-140.810510643,3.315923322,call,31,138
True,4/5/2017,Canadian Cootamum,-127.255486527,4.551813401,song,32,148
True,4/2/2017,Canadian Cootamum,-119.763102834,5.125538129,call,37,129
True,3/22/2017,Canadian Cootamum,-127.154095262,4.774038781,call,52,168
True,3/5/2017,Canadian Cootamum,-129.68738171,5.030980416,call,76,151
False,5/13/2016,Canadian Cootamum,-120.669454664,5.31671862,call,142,99
False,4/22/2016,Canadian Cootamum,-131.089795623,5.034247171,song,35,136
False,3/28/2016,Canadian Cootamum,-155.138906039,4.508152087,call,28,144
False,5/25/2011,Canadian Cootamum,-80.053085042,4.528953228,call,41,125
False,3/13/2015,Canadian Cootamum,-154.139753917,4.475162509,call,85,133
False,3/16/2015,Canadian Cootamum,-146.007516679,2.81133828,call,30,132
False,4/25/2015,Canadian Cootamum,-135.149120014,5.40196134,song,76,159
False,3/20/2015,Canadian Cootamum,-144.025493462,4.629895868,call,25,146
False,2/8/2015,Canadian Cootamum,-136.894297574,4.944072587,call,32,136
False,3/15/2015,Canadian Cootamum,-151.638700948,4.85942546,call,38,142
False,2/8/2014,Canadian Cootamum,-125.233942311,4.673863839,call,34,135
False,3/13/2012,Canadian Cootamum,-143.02910373,4.518727277,song,124,122
False,3/13/2012,Canadian Cootamum,-141.099548648,4.711985901,song,44,158
False,3/13/2012,Canadian Cootamum,-136.410620144,4.973619864,song,35,149
False,3/13/2012,Canadian Cootamum,-132.710787357,2.775035491,song,58,157
False,5/15/2011,Canadian Cootamum,-130.458362716,4.860228078,call,31,137
False,2/17/2011,Canadian Cootamum,-130.762299171,4.790853287,song,39,141
False,3/14/2009,Canadian Cootamum,-117.668380672,4.678636973,song,28,114
False,4/10/2008,Canadian Cootamum,-127.966960929,4.629258333,song,37,60
True,5/12/2017,Canadian Cootamum,-148.908388619,0.652173866,call,13,127
True,3/5/2017,Canadian Cootamum,-166.206933769,4.551412582,call,26,141
True,3/5/2017,Canadian Cootamum,-136.639851318,5.101735422,call,30,146
False,3/28/2015,Canadian Cootamum,-88.957234461,4.733025123,call,33,137
False,4/22/2016,Canadian Cootamum,-144.452034568,3.048516485,song,63,147
False,4/18/2016,Canadian Cootamum,-147.426916799,5.044977835,call,36,135
False,3/23/2016,Canadian Cootamum,-143.79410716,4.607694408,"call, song",126,112
False,3/12/2016,Canadian Cootamum,-124.678480927,5.103902243,call,33,135
False,5/28/2011,Canadian Cootamum,-81.800714496,2.651718371,call,43,162
False,1/29/2016,Canadian Cootamum,-134.911616416,5.02012573,call,32,134
False,2/10/2015,Canadian Cootamum,-154.849072542,4.713592039,call,83,145
False,2/8/2015,Canadian Cootamum,-149.496758615,5.290952644,call,30,144
False,2/8/2015,Canadian Cootamum,-150.765658887,5.281863325,call,59,77
False,2/8/2015,Canadian Cootamum,-142.657690392,4.743994603,call,30,128
False,2/2/2014,Canadian Cootamum,-143.857493614,4.812585422,call,41,137
False,2/2/2014,Canadian Cootamum,-152.823065548,4.927357683,call,32,136
False,3/26/2014,Canadian Cootamum,-153.558021189,4.844327638,"call, song",138,109
False,3/26/2014,Canadian Cootamum,-149.062576178,5.212717184,"call, song",36,124
False,3/26/2014,Canadian Cootamum,-155.67502811,4.720658441,"call, song",38,135
False,2/7/2014,Canadian Cootamum,-77.388820788,5.584996504,song,30,139
False,3/16/2013,Canadian Cootamum,-138.630744676,2.595913509,call,100,130
False,5/17/2013,Canadian Cootamum,-114.08253936,2.686001711,call,23,144
False,5/16/2013,Canadian Cootamum,-83.233366164,5.283497074,call,32,138
False,4/6/2012,Canadian Cootamum,-152.687016437,4.859660782,call,34,138
False,3/16/2013,Canadian Cootamum,-78.472861123,4.588990312,call,28,135
False,4/27/2012,Canadian Cootamum,-130.83310421,4.726891432,call,26,149
False,1/29/2012,Canadian Cootamum,-119.018021515,4.574127172,call,72,131
False,3/16/2010,Canadian Cootamum,-133.823221545,4.559749654,call,33,134
False,5/23/2007,Canadian Cootamum,-129.795400087,5.103435304,call,38,139
False,5/23/2007,Canadian Cootamum,-135.36726058,4.780283058,call,35,137
False,5/25/2011,Canadian Cootamum,-73.751005962,12.003893997,call,75,140
False,1/29/2016,Canadian Cootamum,-122.74339609,4.111444056,call,22,136
False,4/28/2015,Canadian Cootamum,-143.496738031,2.766891972,song,24,124
False,4/14/2015,Canadian Cootamum,-153.316173126,0.515108629,call,32,135
False,2/8/2015,Canadian Cootamum,-158.32299833,3.098568626,call,36,134
False,2/8/2015,Canadian Cootamum,-143.935271536,0.665710802,call,64,157
False,2/8/2015,Canadian Cootamum,-153.294535237,0.875709264,call,31,134
False,5/31/2014,Canadian Cootamum,-131.7400613,4.933893082,call,21,137
False,4/8/2013,Canadian Cootamum,-127.912993016,0.524858874,call,36,139
False,1/29/2012,Canadian Cootamum,-138.143443198,4.78078557,call,34,137
False,2/27/2011,Canadian Cootamum,-139.658472172,4.598156688,call,39,126
False,3/14/2009,Canadian Cootamum,-133.248834454,4.355537251,song,73,156
False,3/25/2016,Canadian Cootamum,-132.731584097,1.594363109,call,40,129
False,2/8/2015,Canadian Cootamum,-154.308378855,2.910317618,call,43,124
False,3/13/2012,Canadian Cootamum,-139.207565668,4.85990866,song,24,135
False,3/24/2010,Canadian Cootamum,-122.964226612,5.18187394,song,32,137
False,4/10/2008,Canadian Cootamum,-132.643448854,4.765362141,song,32,136
True,6/5/2017,Canadian Cootamum,-138.70218755,6.476887979,call,50,134
True,11/4/2017,Carries Champagne Pipit,-143.77501831,2.536701061,call,137,158
True,10/31/2017,Carries Champagne Pipit,-133.520127839,2.873874009,call,138,46
True,11/2/2017,Carries Champagne Pipit,-135.591228984,2.019568071,call,138,46
False,6/20/2016,Carries Champagne Pipit,-136.197510685,4.296727979,call,138,44
True,12/12/2017,Carries Champagne Pipit,-122.245240829,4.26522449,call,139,49
True,11/5/2017,Carries Champagne Pipit,-124.560627164,3.687083704,call,136,36
True,2/23/2017,Carries Champagne Pipit,-139.136922482,3.797494482,call,145,51
False,10/4/2015,Carries Champagne Pipit,-123.023439332,4.184197017,call,40,159
False,1/8/2010,Carries Champagne Pipit,-117.312013998,4.337794952,call,155,37
False,9/10/1988,Carries Champagne Pipit,-131.331094704,4.345571306,call,121,44
False,9/11/2016,Carries Champagne Pipit,-137.048448724,3.569733387,call,116,23
False,10/19/2015,Carries Champagne Pipit,-148.452877876,0.622730574,call,134,39
False,3/5/2016,Carries Champagne Pipit,-118.082703768,4.288697187,call,78,84
False,4/7/2015,Carries Champagne Pipit,-130.985524961,4.466907773,call,138,48
False,10/8/2014,Carries Champagne Pipit,-139.056381548,4.513033449,call,145,39
False,11/16/2013,Carries Champagne Pipit,-115.028078929,4.114485101,call,135,70
False,4/17/2014,Carries Champagne Pipit,-121.001166933,4.80536735,call,42,34
False,4/17/2014,Carries Champagne Pipit,-119.954994524,4.644414002,song,119,58
False,6/9/2013,Carries Champagne Pipit,-126.91448492,4.173652645,call,77,129
False,5/13/2013,Carries Champagne Pipit,-136.567478496,3.715795992,call,140,43
False,1/8/2012,Carries Champagne Pipit,-115.51973071,3.658986077,call,56,123
False,11/9/2011,Carries Champagne Pipit,-131.006848015,4.98925057,call,144,62
False,9/26/2010,Carries Champagne Pipit,-128.967682277,4.198458164,call,136,41
False,7/31/2010,Carries Champagne Pipit,-127.99439373,4.542321863,call,135,43
False,6/20/2016,Carries Champagne Pipit,-131.20516807,3.991317948,call,136,40
False,12/14/2014,Carries Champagne Pipit,-125.907736022,4.517227839,call,67,166
True,10/28/2017,Carries Champagne Pipit,-127.904982176,0.689006574,call,167,22
True,10/15/2017,Carries Champagne Pipit,-130.715563923,3.919912426,call,149,49
True,5/12/2017,Carries Champagne Pipit,-118.745189025,4.099773359,call,91,140
True,5/12/2017,Carries Champagne Pipit,-140.447114155,4.103969894,song,28,137
True,5/2/2017,Carries Champagne Pipit,-134.332759339,4.350242093,"call, song",158,13
True,5/2/2017,Carries Champagne Pipit,-135.329685453,4.947129418,"call, song",142,47
False,6/2/2016,Carries Champagne Pipit,-116.615427475,4.374241369,call,136,38
True,2/26/2017,Carries Champagne Pipit,-139.746002841,4.924853996,call,146,46
False,12/4/2016,Carries Champagne Pipit,-153.718525469,4.159450093,call,143,49
False,12/2/2015,Carries Champagne Pipit,-123.880706975,3.755935699,call,137,29
False,10/15/2016,Carries Champagne Pipit,-134.451768355,0.68488245,call,136,32
False,10/15/2016,Carries Champagne Pipit,-130.834891083,1.003502106,call,91,125
False,10/1/2016,Carries Champagne Pipit,-146.049982864,4.17049632,call,82,157
False,6/19/2016,Carries Champagne Pipit,-131.76697056,4.434368508,call,147,38
False,12/25/2015,Carries Champagne Pipit,-123.694729961,0.556839251,call,139,45
False,12/16/2015,Carries Champagne Pipit,-135.014852586,5.703382254,call,149,48
False,4/7/2015,Carries Champagne Pipit,-140.027336148,5.39983434,call,85,152
False,12/21/2013,Carries Champagne Pipit,-136.180421605,0.589478024,call,143,44
False,11/2/2013,Carries Champagne Pipit,-142.334764805,0.66079537,call,131,59
False,4/19/2014,Carries Champagne Pipit,-110.702703623,0.628044134,call,49,62
False,7/1/2012,Carries Champagne Pipit,-133.785057197,4.685132459,song,86,132
False,7/1/2012,Carries Champagne Pipit,-126.941474569,4.618706726,call,146,26
False,10/15/2012,Carries Champagne Pipit,-132.208932851,4.099742062,call,140,46
False,12/13/2011,Carries Champagne Pipit,-132.581279108,0.518067932,call,140,38
False,12/4/2011,Carries Champagne Pipit,-133.822525451,4.41271207,call,135,44
False,12/3/2011,Carries Champagne Pipit,-136.905643362,0.780396407,call,121,44
False,12/4/2011,Carries Champagne Pipit,-139.882960244,0.519143194,call,147,59
False,11/18/2011,Carries Champagne Pipit,-146.537715333,0.531198053,call,34,137
False,8/6/2010,Carries Champagne Pipit,-114.262063376,4.01144625,call,140,43
False,8/6/2010,Carries Champagne Pipit,-119.545393373,4.344301353,call,128,115
False,7/31/2010,Carries Champagne Pipit,-119.584426988,4.088758132,call,137,45
False,1/6/2010,Carries Champagne Pipit,-130.313787737,5.103720849,call,139,44
False,1/6/2010,Carries Champagne Pipit,-137.538036434,0.523961938,call,134,47
False,12/20/2008,Carries Champagne Pipit,-146.707771787,8.305121001,call,148,65
False,11/29/2008,Carries Champagne Pipit,-131.062550545,0.533091129,call,73,158
False,6/6/2016,Carries Champagne Pipit,-133.393606856,4.154052478,song,141,41
True,10/28/2017,Carries Champagne Pipit,-123.827112473,0.52351388,call,107,106
True,10/28/2017,Carries Champagne Pipit,-121.625012309,0.631430725,call,138,44
True,10/22/2017,Carries Champagne Pipit,-150.46208469,0.864635259,call,134,52
True,2/1/2017,Carries Champagne Pipit,-127.062699875,0.655190668,call,141,43
False,10/14/2016,Carries Champagne Pipit,-132.837164573,0.60354436,call,140,41
False,10/15/2016,Carries Champagne Pipit,-148.088354668,0.640883792,call,147,52
False,2/26/2016,Carries Champagne Pipit,-134.720276092,3.857250641,call,131,39
False,10/11/2014,Carries Champagne Pipit,-160.160153646,3.981666578,call,140,42
False,10/11/2015,Carries Champagne Pipit,-123.843240544,4.025817386,call,137,44
False,5/11/2015,Carries Champagne Pipit,-51.695105532,0.966683638,call,128,50
False,10/17/2014,Carries Champagne Pipit,-166.282176654,1.024102494,call,137,46
False,10/21/2013,Carries Champagne Pipit,-106.316278183,4.202137913,call,152,36
False,9/28/2013,Carries Champagne Pipit,-131.691068171,4.07320842,call,138,48
False,9/18/2013,Carries Champagne Pipit,-132.26149648,4.775821194,call,48,66
False,10/9/2005,Carries Champagne Pipit,-127.413217885,4.141384485,call,136,46
False,12/9/2012,Carries Champagne Pipit,-136.720906951,1.318231736,call,139,43
False,10/26/2012,Carries Champagne Pipit,-131.984330817,1.821419306,call,138,40
False,10/6/2012,Carries Champagne Pipit,-132.598401536,0.907563687,call,136,52
False,12/3/2011,Carries Champagne Pipit,-128.098335808,0.511933224,call,142,54
False,12/4/2011,Carries Champagne Pipit,-145.471082103,0.589545689,call,45,64
False,12/4/2011,Carries Champagne Pipit,-147.011518128,0.643274942,call,157,152
False,11/7/2010,Carries Champagne Pipit,-133.368434905,0.541655848,call,140,43
False,12/20/2008,Carries Champagne Pipit,-148.803000078,3.817090319,call,132,52
False,12/20/2008,Carries Champagne Pipit,-154.778253516,7.541169946,call,146,52
True,10/15/2017,Carries Champagne Pipit,-121.847094607,0.510437593,call,128,47
True,9/18/2017,Carries Champagne Pipit,-121.443150164,1.207961383,call,123,27
False,10/14/2016,Carries Champagne Pipit,-135.978824346,0.619100092,call,119,53
False,9/23/2016,Carries Champagne Pipit,-136.827551476,0.943750695,call,139,42
False,10/23/2014,Carries Champagne Pipit,-122.130413569,0.563457031,call,147,36
False,10/9/2005,Carries Champagne Pipit,-128.855741295,4.149248073,call,32,137
False,10/14/2011,Carries Champagne Pipit,-126.248328885,0.513478847,call,141,56
True,9/16/2017,Carries Champagne Pipit,-134.479699272,7.79069004,call,144,131
False,9/25/2014,Carries Champagne Pipit,-113.147535985,1.289104006,call,135,43
False,10/13/2013,Carries Champagne Pipit,-132.496114652,0.938070787,call,141,41
True,4/17/2017,Darkwing Sparrow,-133.600709034,4.804810757,song,63,81
True,4/17/2017,Darkwing Sparrow,-129.421314158,4.914807345,song,37,74
True,4/8/2017,Darkwing Sparrow,-127.589620926,3.767991034,song,40,56
True,4/18/2017,Darkwing Sparrow,-129.238582236,5.717942984,song,41,66
True,1/27/2018,Darkwing Sparrow,-137.214744632,3.501606211,call,12,136
True,2/24/2018,Darkwing Sparrow,-131.203275823,3.7761408,call,42,60
True,2/9/2018,Darkwing Sparrow,-145.379894346,3.062380968,call,74,149
True,2/9/2018,Darkwing Sparrow,-150.089254605,3.935523446,call,69,149
True,2/9/2018,Darkwing Sparrow,-150.603310558,3.801148518,call,62,75
True,2/7/2018,Darkwing Sparrow,-137.951207437,3.386358807,call,54,73
True,1/4/2018,Darkwing Sparrow,-122.746321685,3.707584485,song,140,150
True,12/10/2017,Darkwing Sparrow,-134.918214705,3.43910125,call,42,68
False,1/8/2016,Darkwing Sparrow,-126.53090238,3.486583365,call,139,49
False,4/21/2014,Darkwing Sparrow,-133.364904597,3.448704061,call,28,69
True,10/22/2017,Darkwing Sparrow,-121.939756926,3.601488339,call,43,68
True,9/23/2017,Darkwing Sparrow,-150.027539294,3.492764987,call,138,44
True,9/30/2017,Darkwing Sparrow,-122.604446156,5.868745939,song,78,136
True,9/30/2017,Darkwing Sparrow,-120.890098527,4.187714927,song,39,56
False,6/12/2015,Darkwing Sparrow,-130.215733682,4.265223062,call,81,139
True,4/14/2017,Darkwing Sparrow,-123.602147326,4.310799084,song,71,139
True,8/5/2017,Darkwing Sparrow,-141.775486222,4.05706814,"call, song",36,61
True,3/26/2017,Darkwing Sparrow,-133.521609155,3.68568595,call,69,140
True,3/26/2017,Darkwing Sparrow,-128.588723092,3.428368388,"call, song",59,146
True,1/25/2017,Darkwing Sparrow,-129.111087523,4.290311237,song,138,118
False,10/2/2016,Darkwing Sparrow,-130.508969135,3.474232918,call,124,124
True,8/5/2017,Darkwing Sparrow,-130.235494349,4.583835822,call,30,81
True,7/26/2017,Darkwing Sparrow,-167.500087071,3.732432182,call,97,125
True,7/29/2017,Darkwing Sparrow,-121.055041701,3.321489816,call,136,39
True,4/11/2017,Darkwing Sparrow,-126.100604201,3.89793218,call,63,79
True,6/4/2017,Darkwing Sparrow,-126.878950312,4.075051568,"call, song",43,63
True,7/3/2017,Darkwing Sparrow,-126.493653001,3.805975294,"call, song",39,66
True,6/27/2017,Darkwing Sparrow,-114.306129818,4.462731978,call,37,73
True,6/27/2017,Darkwing Sparrow,-125.106215093,4.495366144,call,46,63
True,3/3/2017,Darkwing Sparrow,-143.822383125,4.025693523,song,41,64
True,6/17/2017,Darkwing Sparrow,-135.014817448,4.611611721,call,40,61
True,6/18/2017,Darkwing Sparrow,-124.622308002,3.369729995,call,39,63
True,4/28/2017,Darkwing Sparrow,-143.462377232,3.835627888,call,36,58
True,5/27/2017,Darkwing Sparrow,-115.37217817,5.117618768,call,58,141
True,6/5/2017,Darkwing Sparrow,-122.976157926,4.028087185,call,57,76
True,5/3/2017,Darkwing Sparrow,-139.354829293,3.77527089,call,24,72
False,9/24/2016,Darkwing Sparrow,-129.20745145,5.992225563,call,24,132
True,3/24/2017,Darkwing Sparrow,-121.061164428,4.124940827,"call, song",40,62
True,3/25/2017,Darkwing Sparrow,-145.952326213,2.465070763,call,37,73
True,3/11/2017,Darkwing Sparrow,-116.882768937,5.002021403,call,108,139
True,2/18/2017,Darkwing Sparrow,-124.446417946,3.124723589,call,39,61
False,12/29/2016,Darkwing Sparrow,-122.073806332,3.360147323,call,41,59
True,1/20/2017,Darkwing Sparrow,-120.186740856,3.908234863,song,132,109
False,6/30/2007,Darkwing Sparrow,-112.430489156,3.329832758,song,128,43
False,5/20/2007,Darkwing Sparrow,-113.578785391,3.790132287,song,85,127
False,5/7/2016,Darkwing Sparrow,-126.234199398,3.643418552,call,14,147
False,5/5/2016,Darkwing Sparrow,-126.099427556,3.472172362,song,132,115
False,5/5/2016,Darkwing Sparrow,-133.257752152,3.314434254,song,76,138
False,3/12/2016,Darkwing Sparrow,-133.827157376,3.625616773,"call, song",22,73
False,6/7/2015,Darkwing Sparrow,-123.518939383,4.335704512,call,38,59
False,6/7/2015,Darkwing Sparrow,-130.688364503,3.438837396,call,47,63
False,8/13/2016,Darkwing Sparrow,-130.806547878,3.365433673,call,142,51
False,6/2/2016,Darkwing Sparrow,-91.281071306,3.733545695,call,42,67
False,4/6/2015,Darkwing Sparrow,-131.964290307,3.891659973,song,70,180
False,2/22/2015,Darkwing Sparrow,-131.348616776,3.228124546,"call, song",65,77
False,6/25/2016,Darkwing Sparrow,-126.217823832,4.370609021,"call, song",82,135
False,2/7/2016,Darkwing Sparrow,-116.681384947,3.688262744,call,77,141
False,5/12/2007,Darkwing Sparrow,-130.454409599,3.210278829,call,78,135
False,2/4/2007,Darkwing Sparrow,-125.54872683,4.053248739,song,83,136
False,2/4/2007,Darkwing Sparrow,-131.062769311,4.445245657,song,144,158
False,6/2/2014,Darkwing Sparrow,-140.765820948,3.807969631,call,57,125
False,6/21/2015,Darkwing Sparrow,-115.075343033,3.660832178,song,57,151
False,5/24/2015,Darkwing Sparrow,-128.572817247,3.927843613,song,91,142
False,4/28/2015,Darkwing Sparrow,-122.84904913,3.949803371,song,136,39
False,4/28/2015,Darkwing Sparrow,-129.238910057,4.590936564,song,70,154
False,4/28/2015,Darkwing Sparrow,-128.807401269,3.721945803,"call, song",72,134
False,4/25/2015,Darkwing Sparrow,-126.338227662,3.513354648,call,72,151
False,4/25/2015,Darkwing Sparrow,-127.962758064,3.709920102,call,84,153
False,4/19/2015,Darkwing Sparrow,-120.13305159,4.456907856,"call, song",59,154
False,4/18/2015,Darkwing Sparrow,-130.095651805,3.591351923,"call, song",72,139
False,1/6/1999,Darkwing Sparrow,-134.280961013,2.865212023,"call, song",69,157
False,2/28/2015,Darkwing Sparrow,-131.635687387,6.099063226,call,73,139
False,5/3/1986,Darkwing Sparrow,-109.773280679,2.84032518,call,74,146
False,1/17/2015,Darkwing Sparrow,-128.971719651,3.257792955,call,73,157
False,1/17/2015,Darkwing Sparrow,-70.394057797,4.170528296,song,73,151
False,5/1/2014,Darkwing Sparrow,-124.842486669,5.015023408,song,58,160
False,4/16/2014,Darkwing Sparrow,-129.267752077,4.762997515,call,56,153
False,7/28/2014,Darkwing Sparrow,-125.374219648,3.93022166,call,78,148
False,6/18/2003,Darkwing Sparrow,-131.945606295,4.363776202,call,69,159
False,4/24/2014,Darkwing Sparrow,-131.350482866,4.627750498,"call, song",78,149
False,4/24/2014,Darkwing Sparrow,-129.451572775,3.051193551,"call, song",69,158
True,2/5/2017,Eastern Corn Skeet,-142.046154206,4.22694248,call,92,132
False,6/19/2016,Eastern Corn Skeet,-130.616463216,0.727740574,song,84,123
False,5/22/2016,Eastern Corn Skeet,-85.803159979,4.727686068,call,85,133
False,4/19/2016,Eastern Corn Skeet,-141.381980876,4.828095,song,80,126
